raw_substance,entity_id,confidence,channel,reason,decided_by,decided_at_utc,model_id,prompt_version
osimertinib,ent_011493,1,registry,exact registry match: 'osimertinib',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
ospemifene,ent_011501,1,registry,exact registry match: 'ospemifene',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
ossein hydroxyapatite,ent_019995,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
otamixaban,ent_011507,1,registry,exact registry match: 'otamixaban',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
otelixizumab,ent_011510,1,registry,exact registry match: 'otelixizumab',registry,2026-08-21T05:56:30Z,chembl+epar,substance-registry-v1
oteseconazole,ent_011514,1,registry,exact registry match: 'oteseconazole',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
other therapeutic radiopharmaceuticals,ent_019950,0.5,mint,"generic radiopharmaceutical category, likely same class placeholder",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
ovastat,ent_016094,1,registry,exact registry match: 'ovastat',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxacillin,ent_011528,1,registry,exact registry match: 'oxacillin',registry,2026-08-21T05:56:30Z,chembl+epar,substance-registry-v1
oxaliplatin,ent_011537,1,registry,exact registry match: 'oxaliplatin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxaliplatine,ent_011537,1,registry,exact registry match: 'oxaliplatine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxaliplatino,ent_011537,1,registry,exact registry match: 'oxaliplatino',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxazepam,ent_011556,1,registry,exact registry match: 'oxazepam',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxazpam,ent_011556,0.85,mint,Misspelling of oxazepam,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
oxcarbazepina,ent_011561,1,registry,exact registry match: 'oxcarbazepina',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxcarbazepine,ent_011561,1,registry,exact registry match: 'oxcarbazepine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxgeno,ent_011628,0.9,token_idf,"'oxgeno' is a garbled form of 'oxígeno' (Spanish for oxygen), matching medical oxygen.",model,2026-08-18T22:22:04Z,claude-sonnet-5,substance-assign-v2
oxicodone,ent_011623,0.85,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
oxigeno gas,ent_011628,0.98,token_idf,"'Oxigeno gas' is Spanish for medical oxygen gas, matching Oxygen.",model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
oxis turbohaler,ent_006649,0.85,token_idf,Oxis Turbohaler is a brand containing formoterol fumarate.,model,2026-08-18T09:19:14Z,claude-sonnet-5,substance-assign-v2
"oxybate 4-hydroxybutanoic acid, - hydroxybutyrate, 4-hydroxybutyrate, or GHB",ent_011615,1,registry,exact registry match: 'oxybate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxycodone,ent_011623,1,registry,exact registry match: 'oxycodone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxycodone hydrochloride,ent_011623,1,registry,exact registry match: 'oxycodone hydrochloride',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxycodone hydrochloride and naloxone hydrochloride dihydrate,ent_011623,1,registry,exact registry match: 'oxycodone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxycodone hydrochloride trihydrate,ent_011623,1,registry,exact registry match: 'oxycodone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxycodoni hydrochloridum,ent_011623,0.95,mint,Latin pharmacopoeial name for oxycodone hydrochloride,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
oxyde de magnesium lourd,ent_009442,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
oxygen,ent_011628,1,registry,exact registry match: 'oxygen',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxygen gas mixture,ent_011628,1,registry,exact registry match: 'oxygen',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxygen medical gas mixture,ent_011628,1,registry,exact registry match: 'oxygen',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxymetazolini hydrochloridum,ent_011631,0.98,ngram,"Oxymetazolini hydrochloridum is the Latin name for oxymetazoline hydrochloride, matching parent INN Oxymetazoline.",model,2026-08-18T09:19:09Z,claude-sonnet-5,substance-assign-v2
oxynorm,ent_011623,1,registry,exact registry match: 'oxynorm',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
oxyntomodulin analogue,ent_011636,1,registry,exact registry match: 'oxyntomodulin',registry,2026-08-21T05:56:30Z,chembl+epar,substance-registry-v1
oxytocin,ent_011656,1,registry,exact registry match: 'oxytocin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
ozenoxacin,ent_011664,1,registry,exact registry match: 'ozenoxacin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
ozone,ent_011667,1,registry,exact registry match: 'ozone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
p-hydroxyphenylethyl-O--D-glucopyranoside,ent_021266,0.6,mint,"Also known as salidroside, a natural glucoside compound",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
p-hydroxyphenyletyl-O--D-glucopyranosyde A sinnamyl6-O--L-arabinopyranosye-O--D-glucopyranosideB,ent_019990,0.3,mint,"Chemical description of a plant-derived glycoside compound (e.g., osmanthuside-type phenolic glycosides); no clear INN or established name available.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
p-isothiocyanatobenzyl desferrioxamine,ent_018481,0.7,mint,Bifunctional chelator derivative of deferoxamine used for radiometal labeling,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
p53 peptid pulset dendritiske celler,ent_021268,0.8,mint,"Autologous dendritic cells pulsed with p53 peptide, a cell-based cancer immunotherapy.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
p53 synthetic long peptides,ent_021269,0.7,mint,"Peptide vaccine antigen derived from p53 protein, named descriptively as no specific INN exists.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
p53-SLP vaccine,ent_021270,0.6,mint,"p53-SLP vaccine, distinct antigen target",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pDOM-WT1-37 DNA vaccine,ent_021272,0.75,mint,DNA vaccine construct encoding WT1 fused to DOM domain,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pDOM0WT1-126 DNA vaccine,ent_021273,0.6,mint,"WT1-targeting DNA fusion vaccine construct, code name specific to this vaccine",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pGM169,ent_021274,0.6,mint,pGM169 is a plasmid DNA gene therapy construct used in cystic fibrosis gene therapy trials,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pGX1108,ent_021275,0.5,mint,"DNA plasmid-based investigational agent, code name with no published INN",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pGX1404,ent_021276,0.5,mint,DNA-based vaccine/therapy code name with no published INN,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pGX1434,ent_021277,0.5,mint,"DNA-based investigational vaccine/gene therapy code name, no published INN",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pGX3001,ent_009529,1,registry,exact registry match: 'pgx3001',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pGX3002,ent_002154,1,registry,exact registry match: 'pgx3002',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pGX6001,ent_021278,0.5,mint,Development code for a DNA-based vaccine/therapeutic candidate; no INN assigned.,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pKCMV-tetwtCEA,ent_021279,0.6,mint,"DNA plasmid vector encoding wild-type CEA under tet-controlled CMV promoter, used in CEA-targeted DNA vaccine trials",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pSRS11.EFS.IL2RG.pre retroviral vector,ent_021280,0.7,mint,"Same gene therapy vector/product, one described as vector and other as transduced cells derived from it.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pSRS11.EFS.IL2RG.pre retroviral vector  transduced cells,ent_021280,0.7,mint,"Same gene therapy vector/product, one described as vector and other as transduced cells derived from it.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pVB10.NEO,ent_021281,0.5,mint,Investigational DNA-based neoantigen vaccine code name; no published INN available,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
packaged the same as rocatinlimab,ent_013734,0.9,token_idf,"The string explicitly references rocatinlimab, matching candidate 2 directly.",model,2026-08-18T09:19:04Z,claude-sonnet-5,substance-assign-v2
paclitaxel,ent_011679,1,registry,exact registry match: 'paclitaxel',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paclitaxel poliglumex,ent_011683,1,registry,exact registry match: 'paclitaxel poliglumex',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pacritinib,ent_011686,1,registry,exact registry match: 'pacritinib',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pagibaximab,ent_011704,1,registry,exact registry match: 'pagibaximab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
palbociclib,ent_011708,1,registry,exact registry match: 'palbociclib',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
palifermin,ent_011710,1,registry,exact registry match: 'palifermin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
palifosfamide,ent_011711,1,registry,exact registry match: 'palifosfamide',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paliperidone,ent_011713,1,registry,exact registry match: 'paliperidone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paliperidone 3 mg,ent_011713,1,registry,exact registry match: 'paliperidone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paliperidone 6 mg,ent_011713,1,registry,exact registry match: 'paliperidone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paliperidone ER 1.5mg,ent_011713,1,registry,exact registry match: 'paliperidone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paliperidone ER 12 mg,ent_011713,1,registry,exact registry match: 'paliperidone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paliperidone ER 3 mg,ent_011713,1,registry,exact registry match: 'paliperidone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paliperidone ER 3.0mg,ent_011713,1,registry,exact registry match: 'paliperidone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paliperidone ER 6 mg,ent_011713,1,registry,exact registry match: 'paliperidone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paliperidone ER 6.0mg,ent_011713,1,registry,exact registry match: 'paliperidone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paliperidone ER 9 mg,ent_011713,1,registry,exact registry match: 'paliperidone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paliperidone palmitate,ent_011713,1,registry,exact registry match: 'paliperidone palmitate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
palmitic acid,ent_020096,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
palmitoyl-eloyl phosphatidylglycerol,ent_014359,0.6,token_idf,"'palmitoyl-eloyl phosphatidylglycerol' is a mis-typed 'palmitoyl-oleoyl phosphatidylglycerol', a component of the lucinactant combination listed in candidate 1.",model,2026-08-18T22:22:04Z,claude-sonnet-5,substance-assign-v2
palmitoylethanolamide,ent_011717,1,registry,exact registry match: 'palmitoylethanolamide',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
palmitoyloleoyl-phosphatidylglycerol,ent_020097,0.75,mint,"Same lipid compound, one is sodium salt form",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"palmitoyloleoyl-phosphatidylglycerol, sodium salt",ent_020097,0.75,mint,"Same lipid compound, one is sodium salt form",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
palonosetron,ent_011721,1,registry,exact registry match: 'palonosetron',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
palonosetron 1.5 mg,ent_011721,1,registry,exact registry match: 'palonosetron',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
palonosetron 2.5 mg,ent_011721,1,registry,exact registry match: 'palonosetron',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pamidronat,ent_011738,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pamiparib,ent_011739,1,registry,exact registry match: 'pamiparib',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
panax ginseng,ent_007017,1,registry,exact registry match: 'panax ginseng',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pancreatic enzymes,ent_011753,0.6,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pancreatin PhEur 300 mg,ent_011752,1,registry,exact registry match: 'pancreatin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pancreatin PhEur 300mg,ent_011752,1,registry,exact registry match: 'pancreatin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pancreatinum,ent_011752,0.85,mint,"Pancreatinum is the Latin/INN-style name for pancreatin, a digestive enzyme mixture.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
panitumumab,ent_011760,1,registry,exact registry match: 'panitumumab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
panobinostat,ent_011762,1,registry,exact registry match: 'panobinostat',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
panthenyl ester of DHA,ent_020102,0.5,mint,"Ester of panthenol and docosahexaenoic acid (DHA), no standard INN identified",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pantoprazol,ent_011769,1,registry,exact registry match: 'pantoprazol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pantoprazole,ent_011769,1,registry,exact registry match: 'pantoprazole',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paquinimod,ent_011778,1,registry,exact registry match: 'paquinimod',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
parabinostat,ent_011762,0.6,mint,Likely misspelling of panobinostat,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
paracetamol,ent_000203,1,registry,exact registry match: 'paracetamol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paracetamol Pdr Ph Eur,ent_000203,1,registry,exact registry match: 'paracetamol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paracetamol and kodein,ent_000203,1,registry,exact registry match: 'paracetamol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paracetamol+caffeine,ent_000203,1,registry,exact registry match: 'paracetamol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paracetamolo,ent_000203,0.97,mint,Italian name variants of paracetamol,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
paractamol,ent_000203,0.95,mint,Misspelling of paracetamol,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
paraffin liquid,ent_011781,1,registry,exact registry match: 'paraffin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
parathyroid hormone rDNA,ent_011791,1,registry,exact registry match: 'parathyroid',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
parecoxib,ent_011798,1,registry,exact registry match: 'parecoxib',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paricalcitol,ent_011806,1,registry,exact registry match: 'paricalcitol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paroxetin,ent_011816,0.95,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
paroxetine,ent_011816,1,registry,exact registry match: 'paroxetine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
paroxetine hydrochloride,ent_011816,1,registry,exact registry match: 'paroxetine hydrochloride',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
parsaclisib,ent_011821,1,registry,exact registry match: 'parsaclisib',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pasireotide,ent_011830,1,registry,exact registry match: 'pasireotide',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
patritumab,ent_011844,1,registry,exact registry match: 'patritumab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
patupilone,ent_011846,1,registry,exact registry match: 'patupilone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pavurutamab,ent_011849,1,registry,exact registry match: 'pavurutamab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pazopanib,ent_011854,1,registry,exact registry match: 'pazopanib',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pazopanib hydrochloride,ent_011854,1,registry,exact registry match: 'pazopanib hydrochloride',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
peanut allergen extract,ent_001079,0.7,token_idf,Arachis hypogaea (peanut) extract is the peanut allergen extract; option 2 is more specific defatted powder formulation.,model,2026-08-18T09:19:04Z,claude-sonnet-5,substance-assign-v2
peflutren,ent_012094,0.7,mint,"Likely misspelling of perflutren, an ultrasound contrast agent",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
peg-interferon-alpha-2a,ent_011904,0.98,token_idf,peg-interferon-alpha-2a is Peginterferon alfa-2a,model,2026-08-18T22:22:04Z,claude-sonnet-5,substance-assign-v2
peg-interferon-alpha-2b,ent_011905,0.98,token_idf,peg-interferon-alpha-2b is the same as Peginterferon alfa-2b,model,2026-08-18T09:19:14Z,claude-sonnet-5,substance-assign-v2
pegaptanib,ent_011888,0.95,exact,Exact INN match to Pegaptanib.,model,2026-08-18T09:19:09Z,claude-sonnet-5,substance-assign-v2
pegaptanib sodium,ent_011888,1,registry,exact registry match: 'pegaptanib sodium',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pegaptanib-sodium,ent_011888,0.9,token_idf,"Pegaptanib sodium is the salt form; parent INN is Pegaptanib, preferred over listed salt per canonicalization rule.",model,2026-08-18T22:22:04Z,claude-sonnet-5,substance-assign-v2
pegcetacoplan,ent_011896,1,registry,exact registry match: 'pegcetacoplan',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pegfilgastriimi,ent_011899,0.85,mint,Misspelling of pegfilgrastim,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pegfilgrastim,ent_011899,1,registry,exact registry match: 'pegfilgrastim',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pegfosimer manganese,ent_011900,1,registry,exact registry match: 'pegfosimer manganese',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
peginesatide,ent_011902,1,registry,exact registry match: 'peginesatide',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
peginterfern alfa-2a,ent_011904,0.98,token_idf,"Typo for peginterferon alfa-2a, matches candidate 5 exactly.",model,2026-08-18T09:19:07Z,claude-sonnet-5,substance-assign-v2
peginterferon,ent_011904,0.6,mint,"Both strings refer to peginterferon, generic name without specified subtype",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
peginterferon alfa 2A,ent_011904,0.99,exact,Direct match to Peginterferon alfa-2a,model,2026-08-18T09:19:07Z,claude-sonnet-5,substance-assign-v2
peginterferon alfa 2a,ent_011904,0.99,exact,Direct match to Peginterferon alfa-2a,model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
peginterferon alfa 2b,ent_011905,0.99,exact,Exact match to peginterferon alfa-2b,model,2026-08-18T09:19:02Z,claude-sonnet-5,substance-assign-v2
peginterferon alfa-2a,ent_011904,1,registry,exact registry match: 'peginterferon alfa-2a',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
peginterferon alfa-2a PEG-IFN,ent_011904,0.99,token_idf,Direct match to Peginterferon alfa-2a,model,2026-08-18T09:19:13Z,claude-sonnet-5,substance-assign-v2
peginterferon alfa-2a.,ent_011904,0.99,exact,Exact match to Peginterferon alfa-2a,model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
peginterferon alfa-2b,ent_011905,1,registry,exact registry match: 'peginterferon alfa-2b',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
peginterferon alfa-2b 120mcg,ent_011905,1,registry,exact registry match: 'peginterferon alfa-2b',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
peginterferon alfa-2b 150mcg,ent_011905,1,registry,exact registry match: 'peginterferon alfa-2b',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
peginterferon alfa-2b 50mcg,ent_011905,1,registry,exact registry match: 'peginterferon alfa-2b',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
peginterferon alfa-2b 80mcg,ent_011905,1,registry,exact registry match: 'peginterferon alfa-2b',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
peginterferon alfa-2b150mcg,ent_011905,0.98,token_idf,"Direct match to Peginterferon alfa-2b, dosage strength ignored.",model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
peginterferon alpha 2a,ent_011904,0.98,exact,Peginterferon alpha 2a is spelling variant of Peginterferon alfa-2a,model,2026-08-18T22:22:04Z,claude-sonnet-5,substance-assign-v2
peginterferon alpha-2b,ent_011905,0.97,token_idf,"Spelling variant 'alpha-2b' vs 'alfa-2b' is same INN, pegylated interferon alfa-2b.",model,2026-08-18T09:19:08Z,claude-sonnet-5,substance-assign-v2
pegintron,ent_011905,1,registry,exact registry match: 'pegintron',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pegnivacogin,ent_011916,1,registry,exact registry match: 'pegnivacogin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pegpleranib sodium,ent_011920,1,registry,exact registry match: 'pegpleranib sodium',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pegvisomant,ent_011932,1,registry,exact registry match: 'pegvisomant',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pegvorhyluronidase alfa,ent_011933,0.8,mint,"Recombinant hyaluronidase enzyme, likely misspelling of pegvorhyaluronidase alfa",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pegylated interferon alfa-2a,ent_011904,1,registry,exact registry match: 'pegylated interferon alfa-2a',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pegylated interferon alpha 2a,ent_011904,1,registry,exact registry match: 'pegylated interferon alpha 2a',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pegylated interfron alfa-2a,ent_011904,0.97,token_idf,'Pegylated interferon alfa-2a' is the same as Peginterferon alfa-2a.,model,2026-08-18T09:19:08Z,claude-sonnet-5,substance-assign-v2
pegylated liposomal doxorubicin,ent_005006,0.85,token_idf,"Pegylated liposomal doxorubicin is the same as liposomal doxorubicin hydrochloride (e.g., Doxil/Caelyx).",model,2026-08-18T09:19:07Z,claude-sonnet-5,substance-assign-v2
pelareorep,ent_011940,1,registry,exact registry match: 'pelareorep',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pemafibrate,ent_011954,1,registry,exact registry match: 'pemafibrate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pembrolizumab,ent_011956,1,registry,exact registry match: 'pembrolizumab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pemetrexed,ent_011959,1,registry,exact registry match: 'pemetrexed',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pemigatinib,ent_011969,1,registry,exact registry match: 'pemigatinib',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pemirolast,ent_011970,1,registry,exact registry match: 'pemirolast',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
penfluridol,ent_011989,1,registry,exact registry match: 'penfluridol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
penicillamine,ent_011992,1,registry,exact registry match: 'penicillamine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pentaerythritol tetranitrate,ent_012012,1,registry,exact registry match: 'pentaerythritol tetranitrate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"pentane-1,5-diol",ent_020126,0.8,mint,"Single chemical entity, likely excipient/small molecule",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pentosan polysulfate sodium,ent_012053,1,registry,exact registry match: 'pentosan polysulfate sodium',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pentoxifylline,ent_012055,1,registry,exact registry match: 'pentoxifylline',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
peptide pulsed DC,ent_020133,0.6,mint,"Autologous dendritic cells pulsed with tumor antigen peptides, a cell therapy product",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
perampanel,ent_012073,1,registry,exact registry match: 'perampanel',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
perdix,ent_010312,1,registry,exact registry match: 'perdix',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
perfalgan,ent_000203,1,registry,exact registry match: 'perfalgan',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
peridopril arginine,ent_012106,0.95,ngram,"'peridopril arginine' is a typo for 'perindopril arginine', matching candidate 2.",model,2026-08-18T09:19:03Z,claude-sonnet-5,substance-assign-v2
perindopril,ent_012105,1,registry,exact registry match: 'perindopril',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
perindopril arginine,ent_012106,1,registry,exact registry match: 'perindopril arginine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
permethrin,ent_012111,1,registry,exact registry match: 'permethrin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
permetrexed,ent_011959,0.9,mint,Misspelling of pemetrexed,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
peroxido de benzoilo,ent_001855,0.95,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pertactin,ent_002275,0.6,exact,"Pertactin alone matches the standalone Bordetella pertussis pertactin autotransporter entry, not the multi-component combination vaccines.",model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
pertussis toxoid,ent_020141,0.95,mint,All variants of pertussis toxoid antigen,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
pertuzumab,ent_012120,1,registry,exact registry match: 'pertuzumab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"pertuzumab, trastuzumab",ent_012120,1,registry,exact registry match: 'pertuzumab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pevonedistat hydrochloride,ent_012131,1,registry,exact registry match: 'pevonedistat',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pexelizumab,ent_012135,1,registry,exact registry match: 'pexelizumab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
